full_text_link
https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.4c08643
https://www.beilstein-journals.org/bjnano/content/pdf/2190-4286-16-31.pdf
https://www.beilstein-journals.org/bjnano/content/pdf/2190-4286-16-20.pdf
https://polimery.ichp.vot.pl/index.php/p/article/download/2467/2366
https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.4c06653
https://polimery.ichp.vot.pl/index.php/p/article/download/694-705/2357
https://link.springer.com/content/pdf/10.1007/s40141-024-00475-1.pdf
https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.4c05728
https://link.aps.org/accepted/10.1103/physrevd.110.022006
https://link.aps.org/accepted/10.1103/physrevlett.133.041001
https://www.beilstein-journals.org/bjnano/content/pdf/2190-4286-15-54.pdf
https://pubs.acs.org/doi/pdf/10.1021/acsaem.4c00342
https://www.nature.com/articles/s41598-024-53782-x.pdf
http://pubs.rsc.org/en/content/articlepdf/2024/nr/d3nr06205h
https://iopscience.iop.org/article/10.1149/ma2023-02542534mtgabs/pdf
https://www.nature.com/articles/s41598-023-41925-5.pdf
https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2023gl102958
https://onlinelibrary.wiley.com/doi/pdf/10.1002/cphc.202300089
https://onlinelibrary.wiley.com/doi/pdf/10.1002/smll.202370059
https://iopscience.iop.org/article/10.1088/1361-6463/acbaaa/pdf
https://onlinelibrary.wiley.com/doi/pdf/10.1002/anie.202213968
https://onlinelibrary.wiley.com/doi/pdf/10.1002/ange.202213968
https://onlinelibrary.wiley.com/doi/pdf/10.1002/smll.202206485
https://pubs.aip.org/aip/pof/article-pdf/doi/10.1063/5.0135924/16673448/016115_1_online.pdf
https://pubs.acs.org/doi/pdf/10.1021/acs.langmuir.2c01557
https://onlinelibrary.wiley.com/doi/pdf/10.1002/adhm.202102637
https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.2c01753
https://iopscience.iop.org/article/10.3847/1538-4357/ac6def/pdf
https://iopscience.iop.org/article/10.1088/1361-6560/ac80e6/pdf
